100000	104.9867958	-13.41187169
79569	105.4211173	-16.7913828
63313	102.1324479	-22.2124626
50377	105.89963	-28.31629869
40085	107.2358742	-37.70061246
31895	108.8137833	-46.39056664
25379	110.7526875	-57.06584194
20194	112.9326741	-69.96666076
16068	115.1824613	-85.60444328
12785	117.4111363	-104.8302679
10173	119.5325496	-128.6773736
8094.6	121.306986	-158.835244
6440.8	123.1737753	-196.6606813
5124.9	125.0226413	-244.4208477
4077.9	127.0486145	-304.4655278
3244.7	129.4186805	-380.1648764
2581.8	132.5218326	-475.2803299
2054.3	136.6424358	-594.7040312
1634.6	141.0006916	-739.1515104
1300.6	148.9686554	-925.902768
1034.9	160.7588497	-1160.013708
823.47	177.8973324	-1453.050498
655.23	203.5200071	-1820.157097
521.36	241.9978053	-2279.490371
414.84	296.3336756	-2852.951321
330.09	380.7588943	-3568.745391
262.65	507.322959	-4459.63653
208.99	696.0087518	-5564.137675
166.29	982.6947564	-6922.09385
132.32	1416.553445	-8593.935905
105.28	2053.954128	-10616.13119
83.772	2999.363374	-13043.59135
66.657	4354.440526	-15895.3518
52.785	6210.490169	-19251.02064
41.519	9166.411339	-22964.14551
32.431	13023.50384	-26952.41554
25.15	18023.70771	-30967.83043
19.362	24125.61076	-34608.99087
14.794	30990.95308	-37715.58102
11.22	38221.17245	-40248.56521
8.4456	45588.4064	-42482.13504
6.3107	52539.78709	-45047.95264
4.6821	59190.20498	-48429.37247
3.4505	65669.79615	-53425.51378
2.5271	72207.96288	-60568.20211
1.8408	78902.07177	-70844.51052
1.3346	85700.54407	-85461.55654
0.96412	93047.03515	-105913.2175
0.69475	101251.3982	-134072.7954
0.5	110015.5465	-173156.2936
